date,country,platform,customer_type,payment_method,sessions,conversions,payment_failures
2026-09-13,Singapore,iOS,Returning,UPI,231,27,4
2026-09-15,Singapore,Web,New,Wallet,57,6,1
2026-09-08,UK,Web,Returning,Card,187,22,3
2026-09-10,US,iOS,Returning,Wallet,180,21,3
2026-09-04,India,iOS,Returning,Wallet,260,31,5
2026-09-02,Singapore,Android,New,UPI,76,9,1
2026-09-21,US,iOS,New,UPI,117,14,2
2026-09-12,India,iOS,New,Card,103,12,2
2026-09-19,UK,Android,Returning,Card,207,24,4
2026-09-05,US,Web,New,Wallet,139,16,2
2026-09-18,UK,Android,New,UPI,300,15,24
2026-09-10,UK,Android,Returning,Wallet,280,33,5
2026-09-04,US,iOS,New,UPI,271,32,5
2026-09-21,US,Android,New,Card,87,10,1
2026-09-11,US,Android,Returning,UPI,86,10,1
2026-09-19,UK,Android,Returning,UPI,165,19,3
2026-09-03,India,iOS,Returning,Wallet,289,34,5
2026-09-12,Singapore,iOS,Returning,Wallet,50,6,1
2026-09-03,Singapore,Android,Returning,Card,253,30,5
2026-09-18,Singapore,Web,Returning,Card,176,21,3
2026-09-09,UK,iOS,Returning,Wallet,197,23,3
2026-09-05,Singapore,iOS,New,Card,75,9,1
2026-09-21,Singapore,Web,New,Card,162,19,3
2026-09-15,India,iOS,New,Wallet,282,33,5
2026-09-05,UK,Web,Returning,Card,217,26,4
2026-09-12,UK,Web,Returning,Wallet,281,33,5
2026-09-21,US,Web,Returning,Wallet,128,15,2
2026-09-08,Singapore,Android,New,Wallet,74,8,1
2026-09-01,US,iOS,New,Card,201,24,4
2026-09-08,Singapore,Web,New,Wallet,137,16,2
2026-09-04,Singapore,Android,New,UPI,68,8,1
2026-09-08,Singapore,Web,New,Card,130,15,2
2026-09-12,UK,Web,Returning,Card,214,25,4
2026-09-05,India,Android,New,Wallet,216,25,4
2026-09-06,Singapore,iOS,New,Wallet,241,28,4
2026-09-05,Singapore,Android,Returning,Card,72,8,1
2026-09-04,US,Web,Returning,UPI,296,35,5
2026-09-14,UK,Web,New,UPI,215,25,4
2026-09-03,US,Android,Returning,Wallet,56,6,1
2026-09-10,US,Android,New,Wallet,150,18,3
2026-09-10,India,Web,Returning,UPI,78,9,1
2026-09-08,Singapore,Android,New,Wallet,277,33,5
2026-09-01,UK,iOS,New,UPI,270,32,5
2026-09-19,Singapore,iOS,New,UPI,294,35,5
2026-09-03,India,Android,New,Card,117,14,2
2026-09-07,India,Web,Returning,Wallet,123,14,2
2026-09-21,Singapore,iOS,Returning,Card,213,25,4
2026-09-18,US,iOS,New,UPI,70,8,1
2026-09-17,US,Web,Returning,UPI,200,24,4
2026-09-21,India,iOS,Returning,Wallet,294,35,5
2026-09-08,India,Web,New,UPI,79,9,1
2026-09-15,India,iOS,New,Card,53,6,1
2026-09-05,India,Web,Returning,UPI,183,21,3
2026-09-17,UK,Web,Returning,Card,241,28,4
2026-09-09,India,Web,Returning,UPI,119,14,2
2026-09-17,India,iOS,New,UPI,166,19,3
2026-09-17,UK,Web,Returning,Wallet,92,11,1
2026-09-12,US,iOS,New,Wallet,222,26,4
2026-09-04,US,Android,New,Card,269,32,5
2026-09-01,US,Web,Returning,UPI,148,17,2
2026-09-05,US,Web,Returning,Card,132,15,2
2026-09-08,Singapore,Android,Returning,UPI,261,31,5
2026-09-03,UK,Web,New,Card,107,12,2
2026-09-17,India,iOS,New,UPI,271,32,5
2026-09-10,UK,iOS,New,Wallet,166,19,3
2026-09-01,UK,Web,Returning,Wallet,250,30,5
2026-09-10,US,iOS,Returning,Wallet,298,35,5
2026-09-16,US,Android,New,Card,51,6,1
2026-09-14,India,Web,Returning,Wallet,264,31,5
2026-09-01,UK,Web,Returning,Wallet,236,28,4
2026-09-10,India,Web,New,UPI,175,21,3
2026-09-02,US,Android,Returning,Card,61,7,1
2026-09-08,Singapore,Android,Returning,UPI,299,35,5
2026-09-03,India,Android,New,Wallet,259,31,5
2026-09-13,India,Android,New,UPI,219,26,4
2026-09-05,US,iOS,Returning,UPI,287,34,5
2026-09-13,UK,iOS,Returning,UPI,109,13,2
2026-09-03,US,Web,New,Card,77,9,1
2026-09-06,Singapore,iOS,Returning,UPI,80,9,1
2026-09-18,UK,Web,Returning,UPI,168,20,3
2026-09-09,India,Web,New,Wallet,127,15,2
2026-09-20,India,Web,Returning,Card,73,8,1
2026-09-08,UK,iOS,New,Wallet,126,15,2
2026-09-09,US,Web,Returning,UPI,192,23,3
2026-09-18,US,Web,Returning,Card,255,30,5
2026-09-05,India,Web,New,Card,83,9,1
2026-09-07,Singapore,iOS,New,Wallet,200,24,4
2026-09-09,India,Web,New,Card,281,33,5
2026-09-21,Singapore,Web,New,UPI,81,9,1
2026-09-02,Singapore,Web,New,Wallet,160,19,3
2026-09-13,Singapore,Web,Returning,Wallet,159,19,3
2026-09-06,UK,Web,New,UPI,121,14,2
2026-09-15,US,Web,New,Wallet,125,15,2
2026-09-16,Singapore,Android,Returning,Card,72,8,1
2026-09-09,Singapore,Web,Returning,Card,214,25,4
2026-09-17,US,Android,New,UPI,250,12,20
2026-09-12,Singapore,Android,Returning,UPI,283,33,5
2026-09-19,UK,iOS,Returning,Card,56,6,1
2026-09-11,US,Web,Returning,Card,257,30,5
2026-09-16,UK,Android,New,Card,75,9,1
2026-09-08,US,iOS,New,Card,197,23,3
2026-09-13,UK,Web,New,Card,201,24,4
2026-09-11,UK,Android,New,Wallet,229,27,4
2026-09-12,US,Android,New,UPI,188,22,3
2026-09-10,US,iOS,New,Card,64,7,1
2026-09-08,US,Web,Returning,Card,134,16,2
2026-09-20,US,Web,Returning,Wallet,95,11,1
2026-09-11,India,Web,New,Wallet,230,27,4
2026-09-05,India,Android,Returning,Card,145,17,2
2026-09-13,India,iOS,Returning,UPI,84,10,1
2026-09-06,Singapore,Android,Returning,Wallet,131,15,2
2026-09-06,UK,Web,New,UPI,128,15,2
2026-09-10,US,Web,New,Wallet,292,35,5
2026-09-19,Singapore,Android,New,Card,204,24,4
2026-09-11,US,Android,New,UPI,86,10,1
2026-09-11,India,Web,Returning,UPI,92,11,1
2026-09-21,India,Android,Returning,UPI,52,6,1
2026-09-09,US,Web,New,UPI,115,13,2
2026-09-04,India,Web,Returning,UPI,237,28,4
2026-09-14,US,iOS,Returning,UPI,139,16,2
2026-09-18,Singapore,Web,Returning,Wallet,216,25,4
2026-09-08,US,iOS,New,Card,125,15,2
2026-09-01,UK,iOS,New,Card,137,16,2
2026-09-06,Singapore,Web,New,Wallet,291,34,5
2026-09-03,UK,Android,Returning,Wallet,57,6,1
2026-09-14,US,Android,Returning,Card,63,7,1
2026-09-04,UK,Web,New,UPI,228,27,4
2026-09-18,UK,Android,Returning,UPI,110,13,2
2026-09-04,India,iOS,Returning,Card,63,7,1
2026-09-12,India,iOS,New,UPI,260,31,5
2026-09-21,Singapore,Web,New,Card,102,12,2
2026-09-06,UK,Web,Returning,Card,128,15,2
2026-09-13,Singapore,iOS,Returning,Card,214,25,4
2026-09-18,Singapore,Web,Returning,UPI,144,17,2
2026-09-06,Singapore,Web,Returning,UPI,169,20,3
2026-09-09,US,iOS,New,Card,242,29,4
2026-09-04,India,Android,Returning,Wallet,155,18,3
2026-09-19,US,Android,New,UPI,259,12,20
2026-09-17,Singapore,Android,Returning,Wallet,275,33,5
2026-09-08,Singapore,iOS,New,UPI,281,33,5
2026-09-02,US,Web,Returning,Card,292,35,5
2026-09-06,US,Web,New,Card,158,18,3
2026-09-03,Singapore,Web,New,Wallet,116,13,2
2026-09-11,India,Web,Returning,Wallet,151,18,3
2026-09-18,UK,iOS,Returning,Card,251,30,5
2026-09-20,Singapore,Web,Returning,Card,87,10,1
2026-09-19,India,Web,New,UPI,272,32,5
2026-09-18,UK,iOS,Returning,UPI,217,26,4
2026-09-16,Singapore,Web,New,UPI,153,18,3
2026-09-05,Singapore,Web,Returning,UPI,226,27,4
2026-09-08,India,Android,Returning,UPI,279,33,5
2026-09-12,India,iOS,Returning,UPI,121,14,2
2026-09-16,India,Web,New,UPI,299,35,5
2026-09-15,UK,iOS,Returning,Wallet,215,25,4
2026-09-03,US,iOS,New,UPI,239,28,4
2026-09-16,UK,Web,New,Card,129,15,2
2026-09-17,Singapore,Web,New,Card,99,11,1
2026-09-07,India,Web,New,UPI,62,7,1
2026-09-12,US,iOS,Returning,UPI,179,21,3
2026-09-13,India,Android,New,Card,145,17,2
2026-09-16,Singapore,Web,Returning,Wallet,191,22,3
2026-09-12,UK,Web,Returning,Wallet,262,31,5
2026-09-03,UK,Web,Returning,Card,91,10,1
2026-09-19,US,Web,New,Wallet,102,12,2
2026-09-09,Singapore,Android,New,Wallet,52,6,1
2026-09-16,US,Android,New,Wallet,255,30,5
2026-09-01,US,iOS,Returning,Wallet,297,35,5
2026-09-21,UK,iOS,Returning,UPI,167,20,3
2026-09-09,US,iOS,Returning,Wallet,183,21,3
2026-09-20,Singapore,Android,New,Card,180,21,3
2026-09-12,UK,iOS,New,UPI,66,7,1
2026-09-11,UK,Android,Returning,UPI,116,13,2
2026-09-21,UK,Web,New,Wallet,245,29,4
2026-09-08,India,Android,Returning,Wallet,131,15,2
2026-09-05,India,Android,Returning,UPI,116,13,2
2026-09-14,Singapore,iOS,New,Wallet,231,27,4
2026-09-19,US,iOS,New,Wallet,186,22,3
2026-09-21,Singapore,Android,Returning,Wallet,126,15,2
2026-09-06,US,iOS,New,UPI,82,9,1
2026-09-09,US,Android,Returning,Wallet,72,8,1
2026-09-08,UK,Web,Returning,UPI,251,30,5
2026-09-11,UK,iOS,Returning,UPI,267,32,5
2026-09-04,Singapore,Web,New,UPI,277,33,5
2026-09-07,India,Android,Returning,Wallet,126,15,2
2026-09-14,India,Web,New,Card,137,16,2
2026-09-14,Singapore,Web,Returning,Wallet,96,11,1
2026-09-03,Singapore,iOS,New,UPI,212,25,4
2026-09-02,India,iOS,Returning,Card,244,29,4
2026-09-06,US,iOS,New,Card,207,24,4
2026-09-14,Singapore,iOS,Returning,UPI,148,17,2
2026-09-01,India,Android,New,Wallet,145,17,2
2026-09-01,UK,Android,New,Card,223,26,4
2026-09-01,US,Web,Returning,UPI,83,9,1
2026-09-04,Singapore,Android,Returning,Card,66,7,1
2026-09-02,UK,iOS,Returning,Wallet,183,21,3
2026-09-20,UK,iOS,New,UPI,280,33,5
2026-09-16,UK,Web,New,UPI,54,6,1
2026-09-08,US,Android,New,Card,237,28,4
2026-09-01,US,Web,Returning,Wallet,216,25,4
2026-09-02,Singapore,Android,Returning,Wallet,209,25,4
2026-09-02,India,Android,New,Wallet,264,31,5
2026-09-01,India,Android,New,UPI,163,19,3
2026-09-13,India,Android,Returning,UPI,229,27,4
2026-09-05,US,Android,New,UPI,157,18,3
2026-09-04,UK,Android,New,UPI,262,31,5
2026-09-04,India,iOS,New,Card,177,21,3
2026-09-07,US,iOS,New,UPI,230,27,4
2026-09-14,UK,Web,New,Wallet,177,21,3
2026-09-07,Singapore,iOS,New,Card,53,6,1
2026-09-03,India,Android,Returning,Card,293,35,5
2026-09-03,India,Android,New,UPI,214,25,4
2026-09-08,Singapore,iOS,Returning,UPI,62,7,1
2026-09-04,US,Web,Returning,UPI,255,30,5
2026-09-11,Singapore,Android,New,Card,267,32,5
2026-09-02,India,Web,New,UPI,141,16,2
2026-09-15,UK,Android,New,UPI,258,12,20
2026-09-11,US,Web,Returning,UPI,296,35,5
2026-09-15,UK,iOS,Returning,UPI,216,25,4
2026-09-06,India,Web,New,Card,76,9,1
2026-09-14,Singapore,Android,Returning,Card,206,24,4
2026-09-13,UK,Android,New,Wallet,275,33,5
2026-09-05,Singapore,iOS,New,UPI,162,19,3
2026-09-02,India,iOS,Returning,Card,230,27,4
2026-09-17,US,Android,Returning,Wallet,183,21,3
2026-09-20,India,iOS,New,UPI,138,16,2
2026-09-21,Singapore,Web,New,Card,214,25,4
2026-09-06,Singapore,iOS,New,Card,242,29,4
2026-09-16,UK,Web,Returning,UPI,62,7,1
2026-09-17,US,Android,Returning,UPI,259,31,5
2026-09-08,India,iOS,Returning,Wallet,164,19,3
2026-09-03,Singapore,iOS,Returning,Card,177,21,3
2026-09-21,India,Web,Returning,UPI,59,7,1
2026-09-18,India,Web,Returning,Wallet,193,23,3
2026-09-07,Singapore,iOS,Returning,Card,259,31,5
2026-09-08,Singapore,iOS,Returning,Wallet,218,26,4
2026-09-12,Singapore,Web,New,Wallet,106,12,2
2026-09-01,UK,iOS,Returning,Wallet,183,21,3
2026-09-12,India,Web,New,UPI,85,10,1
2026-09-14,India,iOS,New,Card,80,9,1
2026-09-13,US,iOS,New,Wallet,136,16,2
2026-09-04,Singapore,Web,New,UPI,167,20,3
2026-09-19,US,iOS,New,Wallet,238,28,4
2026-09-02,Singapore,Android,Returning,Wallet,249,29,4
2026-09-06,US,Android,New,Card,149,17,2
2026-09-20,UK,Android,Returning,UPI,300,36,6
2026-09-20,US,iOS,Returning,UPI,298,35,5
2026-09-10,Singapore,Web,New,UPI,204,24,4
2026-09-17,UK,Android,Returning,Wallet,238,28,4
2026-09-18,US,Web,New,Wallet,232,27,4
2026-09-10,UK,Android,New,Wallet,216,25,4
2026-09-06,UK,Android,New,UPI,193,23,3
2026-09-16,Singapore,Android,Returning,UPI,256,30,5
2026-09-01,India,Web,Returning,Card,63,7,1
2026-09-02,US,iOS,New,UPI,224,26,4
2026-09-09,US,Web,Returning,Card,242,29,4
2026-09-18,India,iOS,Returning,Card,207,24,4
2026-09-18,US,Android,Returning,Card,180,21,3
2026-09-10,India,iOS,Returning,UPI,294,35,5
2026-09-11,India,Web,Returning,Card,208,24,4
2026-09-15,US,Android,Returning,Wallet,189,22,3
2026-09-20,US,Android,New,UPI,164,8,13
2026-09-06,India,Web,New,Wallet,181,21,3
2026-09-04,Singapore,Web,Returning,UPI,192,23,3
2026-09-09,US,Web,Returning,Card,134,16,2
2026-09-15,US,Web,New,UPI,202,24,4
2026-09-02,UK,iOS,Returning,Card,250,30,5
2026-09-11,US,Web,New,Wallet,90,10,1
2026-09-14,Singapore,Web,Returning,Card,276,33,5
2026-09-07,UK,iOS,Returning,UPI,105,12,2
2026-09-20,Singapore,Android,New,Card,221,26,4
2026-09-12,Singapore,Web,New,Card,224,26,4
2026-09-11,Singapore,Web,Returning,UPI,188,22,3
2026-09-10,India,Android,Returning,Wallet,255,30,5
2026-09-17,Singapore,iOS,New,UPI,279,33,5
2026-09-21,US,iOS,New,Card,92,11,1
2026-09-18,India,Android,New,Card,221,26,4
2026-09-21,US,Android,Returning,Card,102,12,2
2026-09-18,Singapore,Android,New,Wallet,225,27,4
2026-09-05,India,iOS,Returning,Card,72,8,1
2026-09-03,India,Web,Returning,Wallet,68,8,1
2026-09-19,US,iOS,Returning,UPI,165,19,3
2026-09-21,Singapore,iOS,Returning,Card,149,17,2
2026-09-04,India,Android,New,Wallet,199,23,3
2026-09-02,India,iOS,New,UPI,251,30,5
2026-09-10,India,iOS,Returning,UPI,151,18,3
2026-09-01,Singapore,Web,New,Card,241,28,4
2026-09-13,UK,Android,New,UPI,223,26,4
2026-09-21,UK,Web,New,Card,60,7,1
2026-09-01,Singapore,Android,New,UPI,103,12,2
2026-09-12,US,iOS,New,Card,97,11,1
2026-09-08,UK,Web,New,Card,221,26,4
2026-09-19,India,Android,Returning,Wallet,190,22,3
2026-09-03,UK,Android,New,UPI,75,9,1
2026-09-07,Singapore,iOS,Returning,Card,221,26,4
2026-09-21,US,Web,Returning,Wallet,67,8,1
2026-09-07,UK,iOS,Returning,UPI,207,24,4
2026-09-10,US,Android,Returning,UPI,295,35,5
2026-09-14,US,Web,Returning,Card,251,30,5
2026-09-08,Singapore,iOS,Returning,Card,223,26,4
2026-09-11,Singapore,iOS,Returning,UPI,248,29,4
2026-09-10,Singapore,Android,New,Card,215,25,4
2026-09-20,India,iOS,New,Wallet,100,12,2
2026-09-09,India,Android,New,Card,267,32,5
2026-09-17,India,Android,Returning,Wallet,104,12,2
2026-09-02,UK,Android,Returning,Wallet,248,29,4
2026-09-05,UK,iOS,New,Wallet,237,28,4
2026-09-10,US,iOS,New,UPI,143,17,2
2026-09-17,India,Android,New,Wallet,225,27,4
2026-09-06,US,iOS,New,Card,194,23,3
2026-09-19,US,Android,Returning,UPI,60,7,1
2026-09-08,Singapore,Web,New,UPI,144,17,2
2026-09-08,India,Android,New,Wallet,282,33,5
2026-09-12,Singapore,iOS,Returning,Card,60,7,1
2026-09-21,UK,Web,Returning,Wallet,117,14,2
2026-09-19,US,iOS,Returning,UPI,200,24,4
2026-09-21,India,Android,Returning,UPI,299,35,5
2026-09-08,Singapore,iOS,Returning,UPI,252,30,5
2026-09-16,India,Android,New,UPI,92,4,7
2026-09-08,India,Android,Returning,Card,88,10,1
2026-09-06,US,iOS,New,Wallet,108,12,2
2026-09-14,UK,Android,New,UPI,222,26,4
2026-09-16,Singapore,Web,New,Wallet,263,31,5
2026-09-14,India,Web,New,Card,196,23,3
2026-09-19,US,Web,New,Wallet,87,10,1
2026-09-02,US,iOS,New,Wallet,295,35,5
2026-09-13,India,Android,Returning,Card,105,12,2
2026-09-15,Singapore,iOS,New,Card,262,31,5
2026-09-14,US,Android,New,Wallet,218,26,4
2026-09-17,UK,Web,Returning,UPI,202,24,4
2026-09-19,India,Web,Returning,UPI,83,9,1
2026-09-04,India,Web,Returning,Card,205,24,4
2026-09-04,US,iOS,New,Wallet,178,21,3
2026-09-04,India,iOS,New,Wallet,188,22,3
2026-09-01,Singapore,Android,Returning,UPI,273,32,5
2026-09-02,Singapore,Web,Returning,UPI,139,16,2
2026-09-19,India,iOS,New,UPI,172,20,3
2026-09-08,India,iOS,Returning,UPI,98,11,1
2026-09-01,India,Android,New,Wallet,51,6,1
2026-09-13,US,Android,Returning,UPI,142,17,2
2026-09-04,US,iOS,Returning,UPI,268,32,5
2026-09-18,Singapore,Android,Returning,Wallet,120,14,2
2026-09-13,US,iOS,Returning,Card,144,17,2
2026-09-18,Singapore,iOS,Returning,Wallet,138,16,2
2026-09-13,US,Android,New,Wallet,108,12,2
2026-09-15,US,Web,New,Wallet,152,18,3
2026-09-11,India,Web,Returning,Wallet,51,6,1
2026-09-03,US,iOS,Returning,Card,66,7,1
2026-09-09,US,iOS,New,Wallet,59,7,1
2026-09-13,Singapore,Android,Returning,Wallet,296,35,5
2026-09-20,India,Web,Returning,UPI,52,6,1
2026-09-07,UK,Web,New,Wallet,180,21,3
2026-09-17,US,Android,New,Wallet,59,7,1
2026-09-12,US,Android,New,Card,72,8,1
2026-09-09,Singapore,iOS,Returning,UPI,200,24,4
2026-09-07,India,Android,New,Card,190,22,3
2026-09-10,UK,iOS,Returning,Card,205,24,4
2026-09-07,Singapore,iOS,New,UPI,94,11,1
2026-09-14,India,Android,New,Wallet,125,15,2
2026-09-11,India,Android,Returning,Wallet,258,30,5
2026-09-19,UK,Android,Returning,UPI,194,23,3
2026-09-16,US,iOS,Returning,Wallet,167,20,3
2026-09-19,India,iOS,New,UPI,67,8,1
2026-09-13,US,Android,New,UPI,155,18,3
2026-09-12,India,Android,Returning,Card,123,14,2
2026-09-03,Singapore,Android,Returning,Card,191,22,3
2026-09-06,Singapore,iOS,Returning,Card,278,33,5
2026-09-19,UK,Web,New,UPI,238,28,4
2026-09-07,US,Android,New,UPI,102,12,2
2026-09-08,US,Web,Returning,Card,249,29,4
2026-09-04,India,Web,Returning,Wallet,51,6,1
2026-09-18,India,iOS,Returning,Wallet,130,15,2
2026-09-16,UK,iOS,New,Wallet,121,14,2
2026-09-13,US,Android,New,Card,184,22,3
2026-09-14,Singapore,Android,New,Wallet,138,16,2
2026-09-13,US,iOS,New,Wallet,182,21,3
2026-09-15,UK,Android,New,Card,222,26,4
2026-09-07,Singapore,Android,New,UPI,142,17,2
2026-09-20,UK,Web,Returning,Card,118,14,2
2026-09-16,UK,iOS,New,UPI,158,18,3
2026-09-07,Singapore,Android,Returning,UPI,268,32,5
2026-09-13,UK,iOS,New,Wallet,83,9,1
2026-09-19,US,Web,Returning,Card,192,23,3
2026-09-14,Singapore,Web,New,Wallet,88,10,1
2026-09-16,India,Web,Returning,UPI,84,10,1
2026-09-21,UK,iOS,Returning,UPI,193,23,3
2026-09-19,India,iOS,New,Wallet,91,10,1
2026-09-02,US,iOS,Returning,Wallet,74,8,1
2026-09-15,UK,iOS,Returning,UPI,193,23,3
2026-09-18,UK,iOS,New,UPI,81,9,1
2026-09-12,US,Android,New,UPI,140,16,2
2026-09-11,Singapore,Android,Returning,Card,147,17,2
2026-09-20,UK,iOS,New,Card,213,25,4
2026-09-11,Singapore,Android,Returning,Card,70,8,1
2026-09-06,UK,Web,Returning,UPI,217,26,4
2026-09-10,UK,Android,Returning,UPI,277,33,5
2026-09-15,UK,Android,Returning,UPI,92,11,1
2026-09-06,India,Web,New,Wallet,114,13,2
2026-09-03,US,Web,Returning,Card,74,8,1
2026-09-03,Singapore,Android,New,Card,247,29,4
2026-09-13,India,Web,Returning,Wallet,89,10,1
2026-09-03,Singapore,iOS,New,Card,238,28,4
2026-09-10,Singapore,Android,New,Card,184,22,3
2026-09-06,India,Web,Returning,UPI,271,32,5
2026-09-16,Singapore,Android,Returning,Wallet,163,19,3
2026-09-05,US,Android,Returning,Wallet,241,28,4
2026-09-21,Singapore,Android,Returning,UPI,173,20,3
2026-09-18,US,Web,Returning,UPI,143,17,2
2026-09-14,UK,Web,Returning,Card,50,6,1
2026-09-17,US,iOS,Returning,UPI,186,22,3
2026-09-01,Singapore,iOS,Returning,Card,246,29,4
2026-09-14,UK,Android,New,Card,190,22,3
2026-09-12,US,iOS,Returning,UPI,113,13,2
2026-09-06,Singapore,iOS,New,UPI,70,8,1
2026-09-14,US,Android,Returning,UPI,216,25,4
2026-09-18,UK,iOS,New,Card,96,11,1
2026-09-05,UK,Web,Returning,Wallet,165,19,3
2026-09-09,Singapore,Web,Returning,Card,88,10,1
2026-09-02,India,Web,New,UPI,118,14,2
2026-09-05,Singapore,Android,New,Card,73,8,1
2026-09-05,India,iOS,New,UPI,157,18,3
2026-09-10,Singapore,iOS,Returning,Wallet,252,30,5
2026-09-02,UK,Web,New,Card,118,14,2
2026-09-13,India,Android,Returning,Card,99,11,1
2026-09-09,Singapore,Web,New,Wallet,113,13,2
2026-09-13,Singapore,Web,New,Card,167,20,3
2026-09-04,US,iOS,Returning,Wallet,296,35,5
2026-09-10,UK,Web,New,Wallet,289,34,5
2026-09-18,India,iOS,Returning,Wallet,126,15,2
2026-09-07,UK,Web,New,Card,110,13,2
2026-09-21,Singapore,iOS,New,Card,253,30,5
2026-09-09,India,iOS,New,Card,298,35,5
2026-09-02,Singapore,Android,New,UPI,247,29,4
2026-09-03,US,Web,Returning,Card,225,27,4
2026-09-20,UK,Android,New,Card,141,16,2
2026-09-21,US,Android,New,Card,174,20,3
2026-09-08,UK,Android,Returning,UPI,237,28,4
2026-09-07,India,Android,Returning,UPI,235,28,4
2026-09-05,UK,Web,Returning,Wallet,162,19,3
2026-09-18,UK,Android,Returning,Card,195,23,3
2026-09-06,UK,iOS,Returning,UPI,272,32,5
2026-09-20,US,Web,New,UPI,125,15,2
2026-09-09,UK,iOS,New,Wallet,179,21,3
2026-09-13,US,Web,Returning,Wallet,111,13,2
2026-09-11,India,Android,Returning,Card,184,22,3
2026-09-16,US,Android,Returning,UPI,154,18,3
2026-09-21,UK,Web,New,Wallet,218,26,4
2026-09-03,India,Web,New,Card,101,12,2
2026-09-04,Singapore,Web,New,Card,196,23,3
2026-09-21,Singapore,Android,Returning,Wallet,209,25,4
2026-09-19,UK,Web,Returning,Card,205,24,4
2026-09-03,India,Web,Returning,Card,169,20,3
2026-09-21,India,iOS,Returning,UPI,253,30,5
2026-09-02,UK,Android,New,Wallet,68,8,1
2026-09-10,India,Web,New,Card,235,28,4
2026-09-08,Singapore,Web,New,Wallet,218,26,4
2026-09-08,US,Android,Returning,Wallet,77,9,1
2026-09-21,UK,Android,Returning,Wallet,220,26,4
2026-09-14,India,Web,New,Wallet,152,18,3
2026-09-17,UK,Android,New,Wallet,203,24,4
2026-09-15,UK,iOS,Returning,UPI,155,18,3
2026-09-21,Singapore,Android,Returning,Wallet,111,13,2
2026-09-19,US,iOS,Returning,UPI,296,35,5
2026-09-15,Singapore,iOS,New,Wallet,58,6,1
2026-09-10,India,Android,New,UPI,51,6,1
2026-09-10,US,Web,Returning,Card,247,29,4
2026-09-09,US,Web,New,UPI,141,16,2
2026-09-05,US,iOS,Returning,Wallet,113,13,2
2026-09-08,UK,iOS,New,Wallet,152,18,3
2026-09-19,US,Android,New,Wallet,133,15,2
2026-09-16,US,iOS,New,Wallet,214,25,4
2026-09-10,India,Android,Returning,Card,249,29,4
2026-09-02,UK,iOS,Returning,UPI,288,34,5
2026-09-04,US,Android,New,Wallet,249,29,4
